EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
15/05/2023;33290;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;46;184,32;8478,72;CIDNEI DE FREITAS BAURU
16/05/2023;32814;JOSE ROBERTO DOS SANTOS JAU;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;CIDNEI DE FREITAS BAURU
16/05/2023;32814;JOSE ROBERTO DOS SANTOS JAU;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;CIDNEI DE FREITAS BAURU
16/05/2023;32814;JOSE ROBERTO DOS SANTOS JAU;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;CIDNEI DE FREITAS BAURU
25/05/2023;32941;COML TICAZO HIRATA S/A;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;210,6;3159;CIDNEI DE FREITAS BAURU
25/05/2023;33128;COML TICAZO HIRATA S/A;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;12;400,7;4808,4;CIDNEI DE FREITAS BAURU
25/05/2023;33128;COML TICAZO HIRATA S/A;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;7;210,6;1474,2;CIDNEI DE FREITAS BAURU
25/05/2023;32940;EMP RODRIGUES COM DE ALIM EIRELI;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;3;239,8;719,4;CIDNEI DE FREITAS BAURU
25/05/2023;32988;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,8;479,6;CIDNEI DE FREITAS BAURU
25/05/2023;32988;SM SERVE TODOS PIRAJUI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;210,6;631,8;CIDNEI DE FREITAS BAURU
25/05/2023;32988;SM SERVE TODOS PIRAJUI LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;CIDNEI DE FREITAS BAURU
25/05/2023;32984;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,8;479,6;CIDNEI DE FREITAS BAURU
25/05/2023;32984;SM SERVE TODOS PIRAJUI LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;469,7;469,7;CIDNEI DE FREITAS BAURU
25/05/2023;32984;SM SERVE TODOS PIRAJUI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;210,6;421,2;CIDNEI DE FREITAS BAURU
25/05/2023;32992;SM SERVE TODOS PIRAJUI LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;CIDNEI DE FREITAS BAURU
25/05/2023;32992;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,8;479,6;CIDNEI DE FREITAS BAURU
25/05/2023;32980;SM SERVE TODOS PIRAJUI LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;CIDNEI DE FREITAS BAURU
25/05/2023;32980;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;239,8;1199;CIDNEI DE FREITAS BAURU
25/05/2023;32980;SM SERVE TODOS PIRAJUI LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;469,7;469,7;CIDNEI DE FREITAS BAURU
25/05/2023;32980;SM SERVE TODOS PIRAJUI LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;CIDNEI DE FREITAS BAURU
25/05/2023;32980;SM SERVE TODOS PIRAJUI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;CIDNEI DE FREITAS BAURU
25/05/2023;32982;SM SERVE TODOS PIRAJUI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;210,6;631,8;CIDNEI DE FREITAS BAURU
25/05/2023;32982;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,8;479,6;CIDNEI DE FREITAS BAURU
25/05/2023;32982;SM SERVE TODOS PIRAJUI LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;469,7;469,7;CIDNEI DE FREITAS BAURU
25/05/2023;32990;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,8;479,6;CIDNEI DE FREITAS BAURU
25/05/2023;32990;SM SERVE TODOS PIRAJUI LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;CIDNEI DE FREITAS BAURU
25/05/2023;32986;SM SERVE TODOS PIRAJUI LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;400,7;400,7;CIDNEI DE FREITAS BAURU
25/05/2023;32986;SM SERVE TODOS PIRAJUI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;210,6;1053;CIDNEI DE FREITAS BAURU
25/05/2023;32986;SM SERVE TODOS PIRAJUI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;3;239,8;719,4;CIDNEI DE FREITAS BAURU
25/05/2023;32986;SM SERVE TODOS PIRAJUI LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;CIDNEI DE FREITAS BAURU
25/05/2023;32986;SM SERVE TODOS PIRAJUI LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;469,7;469,7;CIDNEI DE FREITAS BAURU
25/05/2023;33040;SERGIO DONIZETE GRIMALDI;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;6;319,5;1917;CIDNEI DE FREITAS BAURU
25/05/2023;33129;L F SERRANO - ME;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;400,7;400,7;CIDNEI DE FREITAS BAURU
25/05/2023;32943;MACA FRIOS COMERCIAL EIRELI;4103;AZEITE OLIVA EXT VIRG TRADICAO VD 20X250ML;3;230,8;692,4;CIDNEI DE FREITAS BAURU
25/05/2023;32943;MACA FRIOS COMERCIAL EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;3;239,8;719,4;CIDNEI DE FREITAS BAURU
25/05/2023;32943;MACA FRIOS COMERCIAL EIRELI;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;210,6;1053;CIDNEI DE FREITAS BAURU
25/05/2023;32943;MACA FRIOS COMERCIAL EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;CIDNEI DE FREITAS BAURU
25/05/2023;33064;CIMI SM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;2;232,9;465,8;CIDNEI DE FREITAS BAURU
25/05/2023;33064;CIMI SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;CIDNEI DE FREITAS BAURU
25/05/2023;33064;CIMI SM LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;10;226,9;2269;CIDNEI DE FREITAS BAURU
25/05/2023;33064;CIMI SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;400,7;2404,2;CIDNEI DE FREITAS BAURU
25/05/2023;33041;EMP GAROTA DE CHAVANTES SECOS E MOLHADOS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,8;2004;CIDNEI DE FREITAS BAURU
02/06/2023;33506;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;139,2;696;CIDNEI DE FREITAS BAURU
02/06/2023;33506;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;139,2;696;CIDNEI DE FREITAS BAURU
02/06/2023;33506;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;139,2;696;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;1;190,8;190,8;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;1;105;105;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;1;105;105;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;6;139,2;835,2;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;1;190,8;190,8;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;1;190,8;190,8;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;6;139,2;835,2;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;1;105;105;CIDNEI DE FREITAS BAURU
02/06/2023;33508;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;6;139,2;835,2;CIDNEI DE FREITAS BAURU
02/06/2023;33511;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;139,2;417,6;CIDNEI DE FREITAS BAURU
02/06/2023;33511;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;139,2;417,6;CIDNEI DE FREITAS BAURU
02/06/2023;33511;SILVA CARVALHO & CIA SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;139,2;417,6;CIDNEI DE FREITAS BAURU
07/06/2023;33291;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;77;221,6;17063,2;CIDNEI DE FREITAS BAURU
07/06/2023;33454;GRANDD ATAC DE CONGELADOS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;420,3;2101,5;CIDNEI DE FREITAS BAURU
07/06/2023;33455;GRANDD ATAC DE CONGELADOS LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;3;222,3;666,9;CIDNEI DE FREITAS BAURU
07/06/2023;33455;GRANDD ATAC DE CONGELADOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;158,6;793;CIDNEI DE FREITAS BAURU
07/06/2023;33498;N ARAUJO MERCADO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;4;139,2;556,8;CIDNEI DE FREITAS BAURU
07/06/2023;33498;N ARAUJO MERCADO LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;158,6;317,2;CIDNEI DE FREITAS BAURU
12/06/2023;33517;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;1;379,62;379,62;CIDNEI DE FREITAS BAURU
12/06/2023;33517;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;235,56;2355,6;CIDNEI DE FREITAS BAURU
12/06/2023;33518;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;11;235,56;2591,16;CIDNEI DE FREITAS BAURU
12/06/2023;33518;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;1;379,62;379,62;CIDNEI DE FREITAS BAURU
12/06/2023;33519;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;235,56;2355,6;CIDNEI DE FREITAS BAURU
12/06/2023;33520;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;29;235,56;6831,24;CIDNEI DE FREITAS BAURU
12/06/2023;33521;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;66;235,56;15546,96;CIDNEI DE FREITAS BAURU
12/06/2023;33521;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;4;379,62;1518,48;CIDNEI DE FREITAS BAURU
12/06/2023;33522;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;235,56;7066,8;CIDNEI DE FREITAS BAURU
12/06/2023;33522;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;2;379,62;759,24;CIDNEI DE FREITAS BAURU
12/06/2023;33523;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;235,56;7066,8;CIDNEI DE FREITAS BAURU
12/06/2023;33523;SM VIEIRA DIAS DA SILVA DE BAURU LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;4;379,62;1518,48;CIDNEI DE FREITAS BAURU
12/06/2023;33524;AVO COM DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;235,56;4711,2;CIDNEI DE FREITAS BAURU
12/06/2023;33524;AVO COM DE ALIM LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;2;379,62;759,24;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;8;228,1;1824,8;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;3;409,3;1227,9;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;8;228,1;1824,8;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;3;409,3;1227,9;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;3;409,3;1227,9;CIDNEI DE FREITAS BAURU
12/06/2023;33505;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;8;228,1;1824,8;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;228,1;3421,5;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;228,1;3421,5;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;8;409,3;3274,4;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;228,1;3421,5;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;8;409,3;3274,4;CIDNEI DE FREITAS BAURU
12/06/2023;33507;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;8;409,3;3274,4;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;228,1;456,2;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;1;409,3;409,3;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;228,1;456,2;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;1;409,3;409,3;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;228,1;456,2;CIDNEI DE FREITAS BAURU
12/06/2023;33509;SILVA CARVALHO & CIA SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;1;409,3;409,3;CIDNEI DE FREITAS BAURU
15/06/2023;33603;COML TICAZO HIRATA S/A;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;24;428;10272;CIDNEI DE FREITAS BAURU
27/06/2023;33649;SUPERBOM SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;50;137,76;6888;CIDNEI DE FREITAS BAURU
27/06/2023;33690;JCL DISTRIBUIDORA DE ALIMENTOS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;133,7;401,1;CIDNEI DE FREITAS BAURU
27/06/2023;33719;DEVITO ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;100;133,7;13370;CIDNEI DE FREITAS BAURU
12/01/2023;32180;COML STA TEREZA S J DO RIO PRETO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;9;164,6;1481,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
12/01/2023;32180;COML STA TEREZA S J DO RIO PRETO LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;15;327;4905;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;344,4;13776;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;40;395,76;15830,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;10;187,92;1879,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;344,4;13776;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;10;187,92;1879,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;10;187,92;1879,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;344,4;13776;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;40;395,76;15830,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32198;NUTRICIONALE COM DE ALIM LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;40;395,76;15830,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32199;DINIZZA ATAC LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;30;320,4;9612;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32199;DINIZZA ATAC LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;30;320,4;9612;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32199;DINIZZA ATAC LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;30;320,4;9612;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32224;SM RONDON LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;60;343,7;20622;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32224;SM RONDON LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;50;179,68;8984;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32223;SM RONDON LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;50;179,68;8984;D'ROSA REPR COM LTDA / LD REPRESENTACOES
24/01/2023;32222;SM RONDON LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;60;343,7;20622;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32169;ARROZ ESTRELA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;188,56;942,8;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32169;ARROZ ESTRELA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;355,17;3551,7;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32169;ARROZ ESTRELA EIRELI;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;169,69;848,45;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32171;ARROZ ESTRELA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;355,17;3551,7;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32171;ARROZ ESTRELA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;188,56;942,8;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32171;ARROZ ESTRELA EIRELI;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;169,69;848,45;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32172;ARROZ ESTRELA EIRELI;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;169,69;848,45;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32172;ARROZ ESTRELA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;188,56;942,8;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32172;ARROZ ESTRELA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;355,17;3551,7;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32182;COMPRE FACIL COM DE PROD ALIM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;352;322,5;113520;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32182;COMPRE FACIL COM DE PROD ALIM LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;352;153;53856;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32186;ATAC REDEMAIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;35;344,5;12057,5;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32186;ATAC REDEMAIS LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;1;177,6;177,6;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32186;ATAC REDEMAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;14;182,9;2560,6;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32275;TAKADA E TAKATA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;205,31;4106,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32275;TAKADA E TAKATA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;186,46;3729,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32275;TAKADA E TAKATA LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;5;371,15;1855,75;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32276;BANDEIRANTE SM BRASIL LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;186,46;7458,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32276;BANDEIRANTE SM BRASIL LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;40;205,31;8212,4;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32276;BANDEIRANTE SM BRASIL LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;10;371,15;3711,5;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32277;BANDEIRANTE SM BURITAMA LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;5;371,15;1855,75;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32277;BANDEIRANTE SM BURITAMA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;205,31;4106,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
26/01/2023;32277;BANDEIRANTE SM BURITAMA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;186,46;3729,2;D'ROSA REPR COM LTDA / LD REPRESENTACOES
